     0.000     0.000     0.000     0.000     0.000     0.000         *         *    39.500    -1.018     0.684  24
     0.000     0.000     0.000     0.000         *         *     2.000     1.000    12.300     0.172     0.417  24
     0.000     0.000     1.000     1.000     0.000     1.000         *         *    24.200     0.582     0.318  24
     1.000     1.000     1.000     2.000         *         *     1.000     1.000     6.900     1.217     0.355  25
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    23.900    -0.669     0.555  25
     0.000     0.000     0.000     2.000         *         *     0.000     1.000    12.400     0.223     0.404  25
     0.000     1.000     1.000     0.000         *         *     1.000     1.000    11.700     0.648     0.348  26
     0.000     1.000     0.000     1.000     1.000     0.000         *         *    38.000    -0.121     0.380  26
     1.000     2.000     2.000     1.000     1.000     1.000         *         *    23.900     1.403     0.321  26
     0.000     1.000     0.000     2.000         *         *     2.000     0.000     6.000     0.099     0.455  26
     1.000     0.000     2.000     0.000     2.000     2.000         *         *    24.100     1.989     0.429  27
     1.000     1.000     1.000     2.000         *         *     2.000     1.000     6.400     1.295     0.368  27
     0.000     0.000     1.000     0.000         *         *     0.000     1.000    12.600     0.432     0.377  27
     0.000     0.000     1.000     2.000         *         *     1.000     1.000    13.000     0.776     0.351  29
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.100    -0.997     0.676  29
     1.000     0.000     0.000     0.000     0.000     0.000         *         *    43.400    -0.162     0.384  29
     0.000     0.000     1.000     2.000         *         *     0.000     2.000    12.100     0.945     0.398  30
     0.000     0.000     1.000     0.000     1.000     0.000         *         *    23.700     0.020     0.353  30
     0.000     1.000     1.000     2.000         *         *     1.000     1.000     6.500     0.837     0.351  34
     0.000     1.000     2.000     0.000         *         *     2.000     2.000    12.000     1.397     0.422  34
     0.000     0.000     0.000     1.000     1.000     0.000         *         *    24.500    -0.256     0.415  34
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    38.300    -1.017     0.669  35
     0.000     1.000     1.000     1.000     0.000     0.000         *         *    24.700     0.093     0.337  35
     0.000     0.000     1.000     0.000         *         *     0.000     1.000    12.900     0.425     0.396  35
     1.000     1.000     1.000     2.000         *         *     2.000     1.000     5.900     1.298     0.373  35
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    39.600    -0.551     0.545  39
     0.000     1.000     0.000     0.000         *         *     0.000     1.000    12.700     0.090     0.425  39
     0.000     0.000     0.000     2.000         *         *     0.000     0.000     6.000    -0.404     0.565  39
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    24.400    -0.663     0.562  39
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    25.100    -1.008     0.663  42
     0.000     2.000     1.000     2.000         *         *     2.000     1.000     6.000     0.991     0.362  42
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    41.200    -1.014     0.689  42
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.200    -0.971     0.708  42
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    24.100    -0.666     0.585  46
     0.000     2.000     0.000     0.000     0.000     0.000         *         *    36.500    -0.597     0.582  46
     0.000     1.000     0.000     2.000         *         *     2.000     0.000     6.200     0.124     0.423  46
     0.000     2.000     1.000     0.000         *         *     0.000     1.000    15.100     0.597     0.361  46
     0.000     0.000     0.000     0.000         *         *     1.000     0.000    12.700    -0.545     0.590  47
     1.000     0.000     0.000     2.000     1.000     1.000         *         *    24.300     0.763     0.333  47
     1.000     0.000     0.000     1.000     0.000     1.000         *         *    36.200     0.566     0.318  47
     0.000     1.000     1.000     2.000         *         *     1.000     1.000     7.100     0.849     0.350  47
     1.000     1.000     1.000     2.000     1.000     1.000         *         *    24.700     1.159     0.323  48
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.900    -0.950     0.691  48
     0.000     2.000     1.000     2.000         *         *     1.000     1.000     7.300     0.924     0.356  48
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    37.000    -1.011     0.695  48
     0.000     0.000     1.000     0.000         *         *     1.000     1.000    12.400     0.567     0.355  52
     1.000     0.000     2.000     2.000         *         *     2.000     2.000     6.400     2.133     0.469  52
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.400    -0.996     0.652  52
     0.000     1.000     0.000     1.000     0.000     0.000         *         *    24.700    -0.349     0.443  52
     0.000     1.000     1.000     2.000         *         *     2.000     1.000     6.400     0.927     0.372  53
     0.000     0.000     0.000     1.000         *         *     2.000     0.000    12.200    -0.150     0.479  53
     0.000     0.000     0.000     1.000     1.000     0.000         *         *    25.100    -0.264     0.424  53
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.800    -1.004     0.698  54
     0.000     0.000     1.000     0.000         *         *     0.000     0.000    12.200    -0.018     0.450  54
     1.000     1.000     1.000     2.000         *         *     1.000     1.000     7.300     1.200     0.356  54
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    24.100    -0.668     0.554  54
     0.000     1.000     1.000     2.000         *         *     0.000     1.000    12.200     0.748     0.356  55
     0.000     2.000     0.000     2.000         *         *     2.000     0.000     6.200     0.191     0.425  55
     0.000     1.000     0.000     1.000     0.000     0.000         *         *    26.000    -0.345     0.441  55
     0.000     0.000     0.000     1.000     1.000     0.000         *         *    23.600    -0.271     0.432  58
     1.000     0.000     0.000     0.000     0.000     0.000         *         *    36.200    -0.221     0.491  58
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    11.800    -0.960     0.688  58
     0.000     1.000     1.000     2.000         *         *     2.000     1.000     6.100     0.911     0.361  58
     1.000     2.000     2.000     1.000         *         *     0.000     2.000    12.100     1.898     0.444  66
     1.000     2.000     1.000     1.000     1.000     2.000         *         *    36.000     1.680     0.313  66
     0.000     1.000     0.000     0.000         *         *     0.000     1.000     6.100     0.088     0.417  66
     0.000     2.000     1.000     1.000     1.000     1.000         *         *    24.500     0.826     0.323  66
     0.000     0.000     1.000     2.000         *         *     1.000     1.000    12.200     0.762     0.362  67
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    24.400    -0.666     0.558  67
     1.000     0.000     1.000     2.000         *         *     0.000     1.000     6.400     1.037     0.368  67
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.100    -1.008     0.691  67
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    35.900    -1.015     0.666  70
     0.000     1.000     0.000     1.000     1.000     0.000         *         *    24.800    -0.128     0.380  70
     0.000     1.000     2.000     2.000         *         *     2.000     2.000     6.200     1.680     0.418  70
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    14.500    -0.960     0.663  70
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.200    -0.973     0.695  71
     0.000     0.000     1.000     0.000     1.000     1.000         *         *    24.500     0.605     0.320  71
     0.000     1.000     1.000     1.000         *         *     0.000     1.000     6.000     0.666     0.350  71
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.400    -1.002     0.684  71
     0.000     1.000     1.000     0.000     1.000     0.000         *         *    24.700     0.114     0.336  72
     0.000     0.000     0.000     2.000         *         *     0.000     0.000     6.300    -0.408     0.584  72
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.400    -0.966     0.689  72
     0.000     0.000     1.000     2.000         *         *     0.000     1.000     6.000     0.658     0.354  73
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    36.500    -0.669     0.590  73
     0.000     1.000     0.000     0.000         *         *     0.000     0.000    12.400    -0.609     0.606  73
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.300    -1.001     0.657  73
     1.000     0.000     1.000     0.000     0.000     0.000         *         *    24.700     0.211     0.333  78
     0.000     0.000     1.000     0.000         *         *     0.000     1.000    12.200     0.437     0.374  78
     0.000     1.000     0.000     1.000         *         *     1.000     0.000     6.500    -0.023     0.425  78
     0.000     0.000     0.000     2.000     0.000     0.000         *         *    36.700    -0.497     0.523  78
     0.000     2.000     1.000     0.000         *         *     0.000     1.000    12.800     0.613     0.362  79
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    36.300    -0.547     0.530  79
     1.000     0.000     0.000     1.000     1.000     1.000         *         *    25.800     0.692     0.325  79
     0.000     2.000     1.000     2.000         *         *     1.000     1.000     7.200     0.927     0.360  79
     0.000     0.000     1.000     0.000         *         *     0.000     1.000    12.600     0.440     0.370  80
     0.000     2.000     2.000     2.000     2.000     2.000         *         *    35.200     1.934     0.358  80
     0.000     2.000     1.000     2.000         *         *     0.000     2.000     6.000     1.139     0.389  80
     1.000     2.000     1.000     2.000     2.000     2.000         *         *    24.600     1.928     0.370  80
     0.000     1.000     1.000     2.000         *         *     2.000     0.000     5.900     0.613     0.380  82
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    26.300    -0.549     0.545  82
     1.000     0.000     0.000     0.000     0.000     0.000         *         *    36.200    -0.173     0.398  82
     0.000     2.000     1.000     1.000         *         *     1.000     0.000     5.800     0.517     0.376  83
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.100    -0.998     0.651  83
     0.000     0.000     0.000     1.000         *         *     1.000     0.000    13.000    -0.204     0.478  83
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.900    -1.010     0.697  83
     1.000     1.000     1.000     0.000         *         *     0.000     1.000     6.800     0.908     0.351  84
     1.000     0.000     0.000     1.000     1.000     0.000         *         *    35.700     0.144     0.310  84
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.600    -1.005     0.671  84
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.900    -0.965     0.692  84
     1.000     2.000     1.000     0.000         *         *     0.000     2.000    12.200     1.315     0.399  85
     1.000     2.000     1.000     2.000     2.000     2.000         *         *    24.000     1.927     0.356  85
     0.000     2.000     1.000     2.000         *         *     2.000     1.000     6.200     0.983     0.360  85
     1.000     2.000     1.000     2.000     2.000     2.000         *         *    36.100     1.928     0.352  85
     1.000     2.000     2.000     1.000     1.000     2.000         *         *    24.200     2.018     0.364  93
     1.000     1.000     1.000     2.000         *         *     0.000     1.000     6.800     1.114     0.353  93
     1.000     0.000     1.000     2.000     2.000     1.000         *         *    37.300     1.194     0.338  93
     1.000     2.000     1.000     2.000         *         *     0.000     2.000    12.300     1.579     0.416  93
     1.000     1.000     1.000     2.000         *         *     0.000     0.000     6.400     0.823     0.383  96
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    25.600    -0.545     0.521  96
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.800    -0.974     0.716  96
     0.000     0.000     0.000     2.000         *         *     0.000     0.000    12.500    -0.402     0.542  97
     1.000     0.000     0.000     0.000     0.000     0.000         *         *    26.300    -0.173     0.403  97
     1.000     0.000     0.000     0.000     2.000     1.000         *         *    37.100     0.673     0.329  97
     0.000     0.000     1.000     0.000         *         *     0.000     1.000    12.000     0.421     0.399  99
     0.000     1.000     0.000     2.000     0.000     1.000         *         *    24.300     0.423     0.326  99
     0.000     0.000     1.000     0.000         *         *     0.000     2.000     7.000     0.691     0.393  99
     0.000     0.000     0.000     0.000     2.000     0.000         *         *    38.500    -0.445     0.505  99
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.800    -0.996     0.651 100
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.100    -0.994     0.667 100
     0.000     0.000     1.000     0.000         *         *     0.000     2.000     7.300     0.688     0.395 100
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.100    -0.965     0.695 100
     1.000     2.000     1.000     0.000         *         *     0.000     1.000    12.200     0.983     0.367 101
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.600    -1.011     0.686 101
     0.000     1.000     0.000     0.000     1.000     0.000         *         *    24.300    -0.358     0.493 101
     0.000     0.000     0.000     0.000         *         *     0.000     0.000     7.100    -0.960     0.684 101
     0.000     0.000     0.000     1.000     1.000     1.000         *         *    35.700     0.403     0.315 102
     0.000     0.000     1.000     0.000     0.000     1.000         *         *    24.400     0.481     0.325 102
     0.000     1.000     1.000     1.000         *         *     0.000     1.000    14.100     0.670     0.345 102
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.300    -1.000     0.667 103
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    23.900    -0.538     0.529 103
     0.000     0.000     0.000     0.000         *         *     0.000     1.000     8.100    -0.060     0.452 103
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.400    -0.954     0.668 103
     1.000     1.000     1.000     2.000         *         *     1.000     2.000     6.400     1.562     0.386 105
     0.000     0.000     2.000     0.000         *         *     1.000     2.000    12.300     1.185     0.417 105
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.000    -1.006     0.668 105
     0.000     0.000     0.000     0.000     0.000     1.000         *         *    24.300     0.190     0.309 105
     1.000     2.000     2.000     2.000     2.000     2.000         *         *    25.100     2.456     0.490 106
     1.000     2.000     1.000     1.000         *         *     0.000     1.000     6.500     1.088     0.367 106
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.500    -0.966     0.691 106
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.400    -0.964     0.695 107
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.400    -0.991     0.651 107
     0.000     1.000     0.000     2.000         *         *     0.000     0.000     6.200    -0.165     0.480 107
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    35.900    -1.009     0.673 107
     0.000     0.000     1.000     1.000         *         *     0.000     0.000    12.500     0.188     0.421 108
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.300    -1.008     0.677 108
     0.000     1.000     1.000     2.000         *         *     0.000     0.000     6.600     0.406     0.388 108
     1.000     0.000     0.000     1.000     0.000     1.000         *         *    24.100     0.577     0.328 108
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    14.500    -0.959     0.694 109
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    25.500    -0.671     0.578 109
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    52.400    -1.009     0.662 109
     1.000     2.000     1.000     0.000         *         *     0.000     1.000     7.500     0.982     0.361 109
     0.000     1.000     1.000     2.000         *         *     0.000     1.000     5.800     0.738     0.365 110
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.300    -0.990     0.668 110
     0.000         *     1.000     0.000         *         *     1.000     0.000    12.200     0.249     0.400 110
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.100    -1.004     0.679 110
     0.000     0.000     0.000     1.000     0.000     0.000         *         *    25.300    -0.556     0.518 112
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.100    -1.007     0.671 112
     1.000     0.000     1.000     2.000         *         *     2.000     1.000     6.100     1.217     0.364 112
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    11.900    -0.955     0.680 112
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    36.100    -0.562     0.542 113
     0.000     0.000     1.000     0.000         *         *     1.000     0.000    12.500     0.177     0.408 113
     0.000     1.000     1.000     1.000         *         *     1.000     0.000     6.900     0.449     0.365 113
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    24.300    -0.662     0.578 113
     0.000     1.000     0.000     0.000     2.000     1.000         *         *    36.400     0.450     0.318 114
     0.000     0.000     0.000     1.000         *         *     1.000     1.000    12.200     0.292     0.387 114
     1.000     1.000     2.000     0.000     1.000     0.000         *         *    24.100     0.576     0.354 114
     0.000     2.000     1.000     0.000         *         *     0.000     0.000     7.900     0.200     0.435 114
     0.000     0.000     0.000     0.000     0.000     1.000         *         *    24.200     0.173     0.341 116
     0.000     0.000     2.000     0.000         *         *     0.000     2.000    12.500     1.049     0.429 116
     0.000     0.000     0.000     0.000     0.000     1.000         *         *    36.600     0.184     0.331 116
     1.000         *     1.000     2.000         *         *     0.000     2.000     6.900     1.480     0.401 117
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.300    -1.009     0.659 117
     1.000     0.000     0.000     0.000     0.000     0.000         *         *    24.700    -0.177     0.408 117
     0.000     2.000     0.000     0.000         *         *     0.000     0.000    13.000    -0.520     0.594 117
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.200    -0.957     0.682 118
     0.000     1.000     1.000     2.000         *         *     0.000     1.000     6.500     0.749     0.354 118
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.400    -1.006     0.676 118
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    23.900    -0.547     0.526 118
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.700    -1.000     0.667 119
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.000    -1.016     0.660 119
     1.000     1.000     1.000     1.000         *         *     1.000     2.000     6.700     1.426     0.377 119
     1.000     2.000     1.000     1.000         *         *     0.000     2.000    11.800     1.413     0.381 119
     1.000     1.000     1.000     2.000         *         *     0.000     2.000     8.000     1.466     0.390 120
     1.000     0.000     1.000     1.000         *         *     1.000     1.000    13.000     1.033     0.351 120
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    35.700    -1.011     0.663 120
     0.000     0.000     0.000     1.000     1.000     0.000         *         *    24.400    -0.267     0.428 120
     1.000     2.000     0.000     2.000     1.000     0.000         *         *    24.100     0.320     0.315 121
     1.000     0.000     1.000     2.000         *         *     0.000     1.000     6.700     1.032     0.359 121
     0.000     1.000     1.000     0.000         *         *     0.000     0.000    12.400     0.152     0.409 121
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    41.900    -0.998     0.657 123
     1.000     0.000     1.000     2.000         *         *     0.000     2.000    12.400     1.370     0.396 123
     0.000     0.000     0.000     0.000     0.000     1.000         *         *    24.300     0.190     0.315 123
     1.000     2.000     1.000     0.000         *         *     2.000     1.000     6.000     1.156     0.366 123
     0.000     0.000     0.000     0.000     0.000     1.000         *         *    37.100     0.192     0.319 124
     0.000     2.000     1.000     2.000         *         *     0.000     0.000     5.800     0.484     0.392 124
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.200    -0.996     0.680 124
     0.000     0.000     0.000     1.000         *         *     0.000     0.000     6.300    -0.495     0.565 126
     1.000     0.000     2.000     0.000         *         *     2.000     2.000    12.500     1.817     0.431 126
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.600    -1.001     0.647 126
     1.000     0.000     0.000     0.000     1.000     0.000         *         *    23.700    -0.005     0.380 126
     1.000     1.000     0.000     0.000     0.000     1.000         *         *    25.100     0.554     0.326 129
     0.000     0.000     0.000     0.000         *         *     0.000     2.000    12.400     0.107     0.492 129
     1.000     0.000     0.000     0.000     0.000     1.000         *         *    41.200     0.479     0.324 129
     0.000     2.000     1.000     1.000         *         *     2.000     1.000     6.900     0.888     0.351 129
     0.000     0.000     0.000     1.000         *         *     0.000     1.000    12.300     0.147     0.405 130
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    41.700    -1.009     0.689 130
     1.000     0.000     0.000     0.000     2.000     0.000         *         *    24.400     0.065     0.367 130
     0.000     1.000     0.000     0.000         *         *     0.000     1.000     7.300     0.093     0.418 130
     0.000     0.000     0.000     2.000         *         *     0.000     0.000     6.000    -0.404     0.555 131
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    25.100    -1.015     0.674 131
     0.000     0.000     1.000     0.000         *         *     0.000     1.000    12.200     0.445     0.365 131
     1.000     2.000     1.000     1.000         *         *     0.000     2.000    12.500     1.421     0.382 132
     0.000     1.000     1.000     2.000         *         *     1.000     2.000     6.200     1.149     0.376 132
     1.000     2.000     1.000     0.000     1.000     2.000         *         *    37.100     1.619     0.318 132
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.600    -1.018     0.671 132
     0.000     0.000     1.000     0.000         *         *     0.000     1.000    12.500     0.429     0.386 133
     0.000     1.000     0.000     2.000         *         *     2.000     2.000     6.400     0.813     0.414 133
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    36.500    -1.007     0.669 133
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.700    -1.013     0.670 133
     0.000     0.000     0.000     0.000     0.000     1.000         *         *    23.700     0.190     0.316 134
     1.000     1.000     1.000     2.000         *         *     2.000     2.000     6.200     1.678     0.400 134
     0.000     1.000     0.000     0.000         *         *     0.000     0.000    12.900    -0.592     0.578 134
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    23.700    -0.542     0.519 136
     1.000     2.000     2.000     2.000         *         *     2.000     2.000     6.500     2.420     0.518 136
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    12.300    -0.958     0.669 136
     0.000         *     1.000     1.000         *         *     0.000     0.000     9.600     0.260     0.402 136
     0.000     1.000     0.000     0.000         *         *     0.000     0.000    16.500    -0.597     0.600 137
     1.000     1.000     2.000     2.000         *         *     2.000     2.000     6.100     2.231     0.465 137
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    25.100    -0.991     0.657 138
     0.000     0.000     0.000     0.000         *         *     0.000     0.000    15.400    -0.959     0.706 138
     0.000     1.000     0.000     1.000         *         *     0.000     0.000    10.000    -0.258     0.501 138
     0.000     1.000     1.000     1.000         *         *     2.000     2.000    13.000     1.113     0.376 139
     0.000     0.000     0.000     0.000     0.000     0.000         *         *    24.100    -0.990     0.651 139
     0.000     0.000     1.000     0.000         *         *     1.000     0.000    15.200     0.171     0.418 140
     0.000     0.000     1.000     1.000     1.000     0.000         *         *    24.400     0.155     0.314 140
     0.000         *     0.000     1.000         *         *     0.000     0.000     5.900    -0.408     0.559 140
     0.000     0.000     0.000     0.000         *         *     0.000     2.000    12.200     0.105     0.508 143
     0.000     1.000     0.000     0.000     0.000     0.000         *         *    24.400    -0.660     0.567 143
     0.000     1.000     2.000     2.000         *         *     2.000     1.000     5.900     1.265     0.396 143
     0.000     1.000     0.000     0.000         *         *     0.000     0.000    15.300    -0.613     0.606 144
     1.000     0.000     1.000     1.000     1.000     1.000         *         *    24.800     1.008     0.329 144
     1.000     2.000     2.000     2.000         *         *     0.000     2.000     6.400     2.096     0.462 144
     1.000     1.000     2.000     2.000         *         *     0.000     1.000     9.200     1.488     0.397 144
     0.000     0.000     0.000     0.000     1.000     0.000         *         *    24.900    -0.543     0.517 145
     1.000     1.000     1.000     2.000         *         *     0.000     1.000     6.000     1.110     0.360 145
     0.000     0.000     0.000         *         *         *     0.000     0.000    15.800    -0.862     0.697 146
