     0.000     0.000         *     0.000     0.000     6.300     0.000    -0.329     0.854  15
     0.000     2.000     0.000         *         *    36.500     0.000     1.762     0.672  15
     0.000     1.000     2.000         *         *    24.000     1.000     1.802     0.463  17
     0.000     0.000         *     0.000     0.000     7.200     1.000    -0.392     0.869  17
     0.000     0.000         *     0.000     0.000    11.800     1.000    -0.262     0.871  17
     2.000     2.000         *     0.000     0.000    13.000     0.000     1.933     0.597  18
     2.000     2.000     2.000         *         *    23.900     0.000     2.418     0.649  18
     1.000     1.000     0.000         *         *    41.600     0.000     1.623     0.519  18
     0.000     0.000         *     0.000     1.000    12.700     0.000     0.335     0.773  19
     0.000     0.000     0.000         *         *    24.100     0.000    -0.006     0.857  19
     2.000     0.000     1.000         *         *    24.000     1.000     1.206     0.527  21
     0.000     0.000         *     0.000     0.000    12.400     1.000    -0.250     0.856  21
     0.000     0.000         *     0.000     0.000     6.800     1.000    -0.423     0.872  21
     1.000     0.000     1.000         *         *    24.300     1.000     1.150     0.505  22
     2.000     0.000     0.000         *         *    36.100     1.000     0.510     0.669  22
     2.000     0.000         *     0.000     1.000     6.400     1.000     0.649     0.720  22
     2.000     0.000         *     0.000     0.000    12.000     1.000     0.482     0.755  22
     0.000     0.000     0.000         *         *    24.100     0.000    -0.009     0.832  23
     0.000     0.000         *     0.000     0.000     6.400     0.000    -0.320     0.851  23
     0.000     0.000         *     0.000     0.000    12.200     0.000    -0.132     0.855  23
     0.000     0.000     0.000         *         *    39.500     0.000     0.157     0.827  24
     0.000     0.000     0.000         *         *    24.200     0.000    -0.004     0.841  24
     0.000     0.000         *     0.000     0.000    12.300     0.000    -0.118     0.830  24
     0.000     0.000         *     0.000     0.000    12.400     1.000    -0.253     0.859  25
     0.000     0.000         *     0.000     0.000     6.900     1.000    -0.417     0.870  25
     0.000     0.000     0.000         *         *    23.900     1.000    -0.196     0.807  25
     2.000     1.000     0.000         *         *    38.000     0.000     1.704     0.532  26
     2.000     1.000     1.000         *         *    23.900     0.000     1.739     0.529  26
     0.000     2.000         *     0.000     0.000    11.700     0.000     1.449     0.658  26
     2.000     0.000         *     0.000     2.000     6.000     0.000     0.870     0.685  26
     0.000     0.000         *     0.000     1.000     6.400     0.000     0.116     0.794  27
     0.000     0.000         *     0.000     0.000    12.600     0.000    -0.125     0.844  27
     0.000     1.000     2.000         *         *    24.100     0.000     1.444     0.553  27
     0.000     1.000     0.000         *         *    43.400     0.000     1.374     0.566  29
     0.000     0.000         *     0.000     0.000    13.000     0.000    -0.104     0.838  29
     0.000     0.000     0.000         *         *    24.100     0.000    -0.018     0.846  29
     0.000     0.000         *     0.000     0.000    12.100     1.000    -0.266     0.856  30
     0.000     0.000     0.000         *         *    23.700     1.000    -0.201     0.823  30
     0.000     2.000         *     0.000     0.000    12.000     1.000     1.382     0.664  34
     0.000     0.000     1.000         *         *    24.500     1.000     0.876     0.559  34
     0.000     0.000         *     0.000     0.000     6.500     1.000    -0.448     0.863  34
     0.000     1.000     1.000         *         *    24.700     0.000     1.385     0.569  35
     0.000     0.000         *     0.000     1.000     5.900     0.000     0.077     0.796  35
     0.000     0.000     0.000         *         *    38.300     0.000     0.146     0.824  35
     0.000     0.000         *     0.000     0.000    12.900     0.000    -0.109     0.862  35
     0.000     0.000     0.000         *         *    24.400     1.000    -0.199     0.803  39
     0.000     0.000         *     0.000     0.000     6.000     1.000    -0.470     0.869  39
     0.000     0.000         *     0.000     0.000    12.700     1.000    -0.245     0.863  39
     0.000     0.000     0.000         *         *    39.600     1.000    -0.050     0.765  39
     0.000     0.000     0.000         *         *    41.200     1.000    -0.031     0.780  42
     0.000     0.000         *     0.000     0.000    12.200     1.000    -0.259     0.874  42
     0.000     0.000     1.000         *         *    25.100     1.000     0.855     0.593  42
     0.000     0.000         *     0.000     0.000     6.000     1.000    -0.467     0.874  42
     0.000     0.000         *     0.000     1.000     6.200     0.000     0.114     0.805  46
     0.000     0.000     0.000         *         *    36.500     0.000     0.142     0.823  46
     2.000     0.000     0.000         *         *    24.100     0.000     0.723     0.744  46
     0.000     0.000         *     0.000     0.000    15.100     0.000    -0.088     0.867  46
     0.000     0.000         *     0.000     1.000     7.100     1.000     0.057     0.797  47
     0.000     1.000     1.000         *         *    24.300     1.000     1.461     0.444  47
     0.000     0.000         *     0.000     0.000    12.700     1.000    -0.243     0.872  47
     0.000     0.000     1.000         *         *    36.200     1.000     0.925     0.563  47
     2.000     0.000         *     0.000     1.000     7.300     1.000     0.712     0.701  48
     1.000     0.000     2.000         *         *    24.700     1.000     1.513     0.551  48
     1.000     0.000     0.000         *         *    37.000     1.000     0.449     0.680  48
     0.000     0.000         *     0.000     0.000    12.900     1.000    -0.242     0.851  48
     0.000     0.000     0.000         *         *    36.400     1.000    -0.071     0.766  52
     0.000     0.000         *     0.000     1.000     6.400     1.000     0.018     0.792  52
     0.000     0.000     1.000         *         *    24.700     1.000     0.869     0.559  52
     0.000     2.000         *     0.000     0.000    12.400     1.000     1.384     0.656  52
     0.000     0.000         *     0.000     0.000     6.400     1.000    -0.448     0.860  53
     0.000     1.000     0.000         *         *    25.100     1.000     0.947     0.542  53
     0.000     0.000         *     0.000     0.000    12.200     1.000    -0.253     0.877  53
     0.000     0.000         *     0.000     0.000     7.300     0.000    -0.280     0.838  54
     0.000     0.000         *     0.000     0.000    12.200     0.000    -0.121     0.870  54
     0.000     0.000     1.000         *         *    24.100     0.000     0.237     0.807  54
     0.000     0.000     0.000         *         *    36.800     0.000     0.134     0.837  54
     2.000     0.000         *     0.000     0.000    12.200     1.000     0.496     0.746  55
     0.000     0.000     0.000         *         *    26.000     1.000    -0.181     0.785  55
     0.000     0.000         *     0.000     1.000     6.200     1.000     0.001     0.809  55
     0.000     0.000     0.000         *         *    36.200     0.000     0.121     0.854  58
     0.000     2.000         *     0.000     1.000     6.100     0.000     1.526     0.619  58
     0.000     2.000         *     0.000     0.000    11.800     0.000     1.451     0.663  58
     1.000     1.000     0.000         *         *    23.600     0.000     1.541     0.531  58
     2.000     0.000         *     1.000     0.000    12.100     0.000     1.253     0.628  66
     0.000     0.000         *     0.000     0.000     6.100     0.000    -0.339     0.844  66
     2.000     0.000     1.000         *         *    24.500     0.000     0.915     0.720  66
     2.000     2.000     2.000         *         *    36.000     0.000     2.507     0.660  66
     0.000     0.000         *     1.000     0.000    12.200     0.000     0.747     0.692  67
     0.000     0.000         *     0.000     1.000     6.400     0.000     0.114     0.789  67
     0.000     0.000     0.000         *         *    36.100     0.000     0.126     0.844  67
     0.000     0.000     1.000         *         *    24.400     0.000     0.234     0.813  67
     0.000     0.000         *     0.000     0.000    14.500     1.000    -0.216     0.867  70
     0.000     0.000     0.000         *         *    35.900     1.000    -0.092     0.787  70
     0.000     0.000         *     1.000     0.000     6.200     1.000     0.474     0.711  70
     2.000     0.000     0.000         *         *    24.800     1.000     0.411     0.690  70
     0.000     0.000         *     0.000     0.000     6.000     1.000    -0.470     0.868  71
     0.000     0.000     0.000         *         *    36.400     1.000    -0.078     0.764  71
     0.000     0.000     2.000         *         *    24.500     1.000     1.200     0.612  71
     0.000     0.000         *     0.000     0.000    12.200     1.000    -0.255     0.869  71
     0.000     0.000     0.000         *         *    24.700     0.000    -0.004     0.866  72
     0.000     0.000         *     0.000     0.000    12.400     0.000    -0.129     0.847  72
     0.000     0.000         *     0.000     0.000     6.300     0.000    -0.321     0.839  72
     0.000     0.000     0.000         *         *    36.500     1.000    -0.076     0.796  73
     0.000     0.000         *     0.000     0.000     6.000     1.000    -0.472     0.874  73
     0.000     0.000         *     0.000     0.000    12.400     1.000    -0.252     0.857  73
     0.000     0.000     0.000         *         *    24.300     1.000    -0.209     0.804  73
     0.000     0.000         *     0.000     0.000     6.500     0.000    -0.306     0.861  78
     0.000     0.000         *     0.000     0.000    12.200     0.000    -0.117     0.836  78
     0.000     0.000     1.000         *         *    36.700     0.000     0.368     0.795  78
     1.000     0.000     0.000         *         *    24.700     0.000     0.638     0.727  78
     0.000     0.000     0.000         *         *    36.300     0.000     0.132     0.833  79
     0.000     0.000     1.000         *         *    25.800     0.000     0.255     0.819  79
     0.000     0.000         *     0.000     0.000     7.200     0.000    -0.280     0.852  79
     2.000     0.000         *     0.000     0.000    12.800     0.000     0.596     0.732  79
     1.000     1.000     1.000         *         *    24.600     0.000     1.639     0.524  80
     2.000     2.000     1.000         *         *    35.200     0.000     2.410     0.649  80
     2.000     0.000         *     0.000     1.000    12.600     0.000     0.933     0.676  80
     0.000     0.000         *     1.000     0.000     6.000     0.000     0.564     0.702  80
     0.000     0.000     0.000         *         *    36.200     0.000     0.131     0.842  82
     0.000     0.000         *     0.000     2.000     5.900     0.000     0.253     0.784  82
     0.000     1.000     0.000         *         *    26.300     0.000     1.278     0.581  82
     1.000     0.000     0.000         *         *    36.900     0.000     0.748     0.705  83
     0.000     0.000         *     0.000     0.000     5.800     0.000    -0.345     0.854  83
     0.000     0.000     0.000         *         *    24.100     0.000    -0.009     0.868  83
     0.000     0.000         *     0.000     0.000    13.000     0.000    -0.108     0.841  83
     0.000     0.000     0.000         *         *    24.600     1.000    -0.184     0.789  84
     2.000     0.000         *     1.000     0.000     6.800     1.000     1.045     0.644  84
     0.000     0.000         *     0.000     0.000    12.900     1.000    -0.245     0.865  84
     0.000     0.000     0.000         *         *    35.700     1.000    -0.088     0.771  84
     2.000     1.000     1.000         *         *    24.000     0.000     1.728     0.543  85
     0.000     2.000         *     0.000     0.000    12.200     0.000     1.465     0.649  85
     0.000     0.000         *     0.000     0.000     6.200     0.000    -0.336     0.858  85
     2.000     2.000     2.000         *         *    36.100     0.000     2.502     0.655  85
     0.000     0.000     0.000         *         *    37.300     0.000     0.151     0.830  93
     0.000     0.000         *     1.000     0.000     6.800     0.000     0.593     0.710  93
     1.000     0.000     1.000         *         *    24.200     0.000     0.812     0.701  93
     0.000     0.000         *     0.000     0.000    12.300     0.000    -0.124     0.847  93
     0.000     1.000     0.000         *         *    25.600     0.000     1.279     0.576  96
     0.000     2.000         *     0.000     0.000    12.800     0.000     1.460     0.665  96
     0.000     0.000         *     0.000     0.000     6.400     0.000    -0.323     0.838  96
     1.000     1.000     2.000         *         *    37.100     0.000     1.747     0.511  97
     0.000     0.000         *     0.000     0.000    12.500     0.000    -0.111     0.857  97
     0.000     0.000     0.000         *         *    26.300     0.000     0.004     0.857  97
     2.000     0.000     1.000         *         *    38.500     0.000     1.023     0.709  99
     0.000     2.000         *     0.000     0.000    12.000     0.000     1.468     0.637  99
     0.000     0.000     0.000         *         *    24.300     0.000    -0.011     0.848  99
     0.000     0.000         *     0.000     0.000     7.000     0.000    -0.284     0.839  99
     0.000     0.000     0.000         *         *    36.800     1.000    -0.068     0.773 100
     1.000     0.000     1.000         *         *    24.100     1.000     1.149     0.507 100
     0.000     0.000         *     0.000     0.000     7.300     1.000    -0.401     0.872 100
     0.000     0.000         *     0.000     0.000    12.100     1.000    -0.262     0.865 100
     0.000     0.000     0.000         *         *    36.600     0.000     0.131     0.844 101
     0.000     2.000         *     0.000     0.000    12.200     0.000     1.445     0.671 101
     0.000     0.000         *     0.000     0.000     7.100     0.000    -0.281     0.850 101
     0.000     0.000     0.000         *         *    24.300     0.000    -0.011     0.852 101
     0.000     0.000     0.000         *         *    24.400     1.000    -0.211     0.808 102
     0.000     0.000         *     1.000     0.000    14.100     1.000     0.693     0.691 102
     0.000     1.000     1.000         *         *    35.700     1.000     1.497     0.440 102
     0.000     0.000     0.000         *         *    36.300     0.000     0.135     0.836 103
     0.000     0.000     0.000         *         *    23.900     0.000    -0.004     0.854 103
     0.000     0.000         *     0.000     0.000    12.400     0.000    -0.123     0.834 103
     0.000     0.000         *     0.000     0.000     8.100     0.000    -0.229     0.849 103
     0.000     0.000     0.000         *         *    36.000     1.000    -0.080     0.781 105
     0.000     2.000         *     0.000     0.000    12.300     1.000     1.388     0.655 105
     0.000     0.000         *     0.000     0.000     6.400     1.000    -0.438     0.864 105
     0.000     0.000     0.000         *         *    24.300     1.000    -0.195     0.810 105
     0.000     0.000         *     0.000     0.000    12.500     0.000    -0.128     0.842 106
     0.000     0.000         *     0.000     0.000     6.500     0.000    -0.317     0.852 106
     0.000     1.000     0.000         *         *    25.100     0.000     1.270     0.587 106
     0.000     0.000     0.000         *         *    24.400     1.000    -0.189     0.788 107
     0.000     0.000         *     0.000     0.000    12.400     1.000    -0.254     0.851 107
     0.000     0.000         *     0.000     0.000     6.200     1.000    -0.461     0.867 107
     0.000     0.000     0.000         *         *    35.900     1.000    -0.092     0.782 107
     0.000     0.000         *     0.000     0.000    12.500     0.000    -0.124     0.848 108
     0.000     0.000     0.000         *         *    36.300     0.000     0.128     0.826 108
     0.000     0.000     1.000         *         *    24.100     0.000     0.233     0.813 108
     0.000     0.000         *     0.000     0.000     6.600     0.000    -0.306     0.856 108
     0.000     0.000         *     0.000     0.000    14.500     1.000    -0.216     0.874 109
     0.000     0.000     0.000         *         *    52.400     1.000     0.069     0.740 109
     1.000     1.000     0.000         *         *    25.500     1.000     1.210     0.483 109
     0.000     0.000         *     0.000     0.000     7.500     1.000    -0.391     0.879 109
     0.000     0.000         *     0.000     0.000    12.200     1.000    -0.249     0.863 110
     0.000     0.000     0.000         *         *    24.100     1.000    -0.196     0.785 110
     0.000     0.000     1.000         *         *    36.300     1.000     0.926     0.561 110
     0.000     0.000         *     0.000     0.000     5.800     1.000    -0.479     0.865 110
     0.000     2.000         *     1.000     1.000     6.100     1.000     1.967     0.568 112
     0.000     0.000         *     0.000     0.000    11.900     1.000    -0.262     0.884 112
     0.000     0.000     0.000         *         *    25.300     1.000    -0.188     0.792 112
     0.000     0.000     0.000         *         *    36.100     1.000    -0.092     0.783 112
     0.000     0.000     0.000         *         *    36.100     0.000     0.124     0.823 113
     0.000     0.000         *     0.000     0.000     6.900     0.000    -0.283     0.854 113
     0.000     0.000         *     0.000     0.000    12.500     0.000    -0.114     0.856 113
     0.000     0.000     0.000         *         *    24.300     0.000    -0.008     0.850 113
     0.000     0.000         *     0.000     0.000     7.900     0.000    -0.244     0.848 114
     2.000     0.000         *     0.000     0.000    12.200     0.000     0.596     0.739 114
     0.000     0.000     1.000         *         *    36.400     0.000     0.367     0.814 114
     0.000     0.000     0.000         *         *    24.100     0.000    -0.015     0.862 114
     0.000     0.000     2.000         *         *    36.600     0.000     0.463     0.773 116
     0.000     0.000         *     0.000     0.000    12.500     0.000    -0.122     0.850 116
     0.000     1.000     1.000         *         *    24.200     0.000     1.389     0.556 116
     0.000     0.000     0.000         *         *    36.300     0.000     0.125     0.826 117
     0.000     2.000         *     1.000     0.000     6.900     0.000     1.858     0.584 117
     0.000     0.000     0.000         *         *    24.700     0.000    -0.005     0.858 117
     0.000     2.000         *     0.000     0.000    13.000     0.000     1.474     0.642 117
     0.000     0.000         *     0.000     0.000    12.200     0.000    -0.122     0.856 118
     0.000     0.000         *     0.000     0.000     6.500     0.000    -0.311     0.857 118
     0.000     0.000     0.000         *         *    36.400     0.000     0.129     0.829 118
     0.000     0.000     1.000         *         *    23.900     0.000     0.239     0.815 118
     0.000     0.000         *     0.000     0.000     6.700     0.000    -0.309     0.843 119
     0.000     0.000         *     0.000     0.000    11.800     0.000    -0.135     0.841 119
     0.000     0.000     0.000         *         *    24.700     0.000    -0.001     0.862 119
     0.000     0.000     0.000         *         *    36.000     0.000     0.120     0.843 119
     0.000     0.000         *     0.000     0.000    13.000     1.000    -0.246     0.858 120
     0.000     0.000     0.000         *         *    35.700     1.000    -0.090     0.771 120
     0.000     0.000     0.000         *         *    24.400     1.000    -0.196     0.803 120
     0.000     2.000         *     0.000     0.000     8.000     1.000     1.283     0.654 120
     0.000     0.000     0.000         *         *    24.100     0.000    -0.007     0.843 121
     0.000     0.000         *     1.000     0.000     6.700     0.000     0.591     0.695 121
     0.000     0.000         *     0.000     0.000    12.400     0.000    -0.118     0.842 121
     0.000     0.000         *     0.000     0.000    12.400     0.000    -0.126     0.843 123
     0.000     0.000         *     0.000     0.000     6.000     0.000    -0.340     0.848 123
     0.000     0.000     0.000         *         *    41.900     0.000     0.189     0.828 123
     0.000     2.000     1.000         *         *    24.300     0.000     1.832     0.649 123
     0.000     0.000         *     0.000     0.000     5.800     1.000    -0.485     0.854 124
     0.000     0.000     0.000         *         *    37.100     1.000    -0.068     0.781 124
     0.000     0.000     0.000         *         *    24.200     1.000    -0.205     0.803 124
     0.000     2.000         *     0.000     0.000    12.500     0.000     1.468     0.645 126
     0.000     0.000     2.000         *         *    36.600     0.000     0.444     0.812 126
     2.000     0.000         *     0.000     0.000     6.300     0.000     0.402     0.769 126
     0.000     1.000     1.000         *         *    23.700     0.000     1.378     0.569 126
     0.000     0.000         *     0.000     0.000    12.400     0.000    -0.124     0.844 129
     2.000     0.000         *     0.000     0.000     6.900     0.000     0.424     0.753 129
     1.000     1.000     1.000         *         *    25.100     0.000     1.647     0.513 129
     2.000     0.000     0.000         *         *    41.200     0.000     0.874     0.725 129
     0.000     0.000         *     0.000     0.000    12.300     1.000    -0.255     0.872 130
     0.000     0.000         *     0.000     0.000     7.300     1.000    -0.402     0.874 130
     0.000     1.000     0.000         *         *    41.700     1.000     1.024     0.530 130
     0.000     0.000     1.000         *         *    24.400     1.000     0.867     0.563 130
     0.000     0.000     0.000         *         *    25.100     1.000    -0.201     0.800 131
     0.000     0.000         *     0.000     0.000     6.000     1.000    -0.469     0.857 131
     0.000     2.000         *     0.000     0.000    12.200     1.000     1.386     0.660 131
     0.000     0.000         *     0.000     0.000    12.500     1.000    -0.251     0.863 132
     0.000     0.000         *     0.000     0.000     6.200     1.000    -0.461     0.855 132
     0.000     0.000     1.000         *         *    37.100     1.000     0.931     0.563 132
     0.000     0.000     1.000         *         *    24.600     1.000     0.862     0.584 132
     0.000     0.000     0.000         *         *    24.700     1.000    -0.203     0.812 133
     0.000     0.000         *     0.000     0.000    12.500     1.000    -0.252     0.861 133
     0.000     0.000     0.000         *         *    36.500     1.000    -0.086     0.777 133
     0.000     0.000         *     0.000     0.000     6.400     1.000    -0.449     0.853 133
     0.000     0.000     0.000         *         *    23.700     1.000    -0.201     0.799 134
     0.000     0.000         *     0.000     0.000     6.200     1.000    -0.455     0.862 134
     0.000     0.000         *     0.000     0.000    12.900     1.000    -0.241     0.863 134
     0.000     0.000         *     0.000     0.000    12.300     1.000    -0.249     0.869 136
     0.000     0.000         *     0.000     0.000     9.600     1.000    -0.315     0.851 136
     0.000     0.000     0.000         *         *    23.700     1.000    -0.210     0.794 136
     0.000     0.000         *     1.000     1.000     6.500     1.000     0.811     0.674 136
     0.000     0.000         *     0.000     0.000    16.500     0.000    -0.077     0.858 137
     0.000     0.000         *     1.000     0.000     6.100     0.000     0.573     0.705 137
     0.000     0.000         *     0.000     0.000    10.000     0.000    -0.169     0.860 138
     0.000     1.000     0.000         *         *    25.100     0.000     1.272     0.586 138
     0.000     0.000         *     0.000     0.000    15.400     0.000    -0.081     0.845 138
     0.000     0.000     0.000         *         *    24.100     1.000    -0.191     0.786 139
     0.000     0.000         *     0.000     0.000    13.000     1.000    -0.241     0.872 139
     0.000     0.000     0.000         *         *    24.400     1.000    -0.196     0.784 140
     0.000     0.000         *     0.000     0.000    15.200     1.000    -0.208     0.867 140
     0.000     0.000         *     0.000     0.000     5.900     1.000    -0.477     0.870 140
     0.000     0.000         *     0.000     0.000    12.200     0.000    -0.121     0.847 143
     0.000     0.000         *     0.000     0.000     5.900     0.000    -0.351     0.858 143
     0.000     0.000     1.000         *         *    24.400     0.000     0.234     0.826 143
     0.000     0.000         *     1.000     0.000     9.200     0.000     0.686     0.706 144
     0.000     0.000         *     0.000     0.000    15.300     0.000    -0.079     0.852 144
     1.000     1.000     0.000         *         *    24.800     0.000     1.543     0.536 144
     0.000     2.000         *     0.000     1.000     6.400     0.000     1.544     0.610 144
     0.000     0.000     1.000         *         *    24.900     1.000     0.867     0.570 145
     2.000     2.000         *     1.000     1.000     6.000     1.000     2.353     0.564 145
     0.000     0.000     1.000         *         *    25.000     1.000     0.875     0.564 146
     0.000     0.000         *     0.000     1.000    15.800     1.000     0.268     0.799 146
     0.000     0.000         *     0.000     0.000     6.700     1.000    -0.427     0.875 146
     0.000     0.000     0.000         *         *    25.100     0.000    -0.010     0.860 148
     0.000     0.000         *     0.000     0.000    14.700     0.000    -0.087     0.840 148
     0.000     0.000         *     0.000     1.000     6.200     0.000     0.107     0.777 148
     0.000     0.000         *     0.000     0.000    10.100     0.000    -0.164     0.846 148
     0.000     0.000         *     0.000     1.000     6.000     0.000     0.101     0.780 149
     0.000     1.000     0.000         *         *    25.000     0.000     1.271     0.598 149
     0.000     0.000         *     0.000     0.000    13.600     0.000    -0.099     0.838 149
     0.000     0.000         *     0.000     0.000     9.700     1.000    -0.310     0.859 151
     0.000     0.000     0.000         *         *    25.500     1.000    -0.187     0.790 151
     2.000     0.000         *     0.000     0.000     6.700     1.000     0.325     0.752 151
     0.000     0.000         *     0.000     0.000    12.500     1.000    -0.242     0.866 151
     0.000     0.000         *     0.000     0.000     6.600     1.000    -0.438     0.872 152
     0.000     0.000         *         *     0.000    15.100     1.000    -0.154     0.880 152
     0.000     0.000     1.000         *         *    24.700     1.000     0.870     0.553 152
     2.000     1.000     2.000         *         *    23.900     1.000     2.058     0.464 154
     0.000     0.000         *     0.000     1.000    12.200     1.000     0.207     0.820 154
     0.000     0.000         *     0.000     2.000     5.700     1.000     0.135     0.790 154
     2.000     0.000         *     0.000     1.000    16.700     1.000     0.902     0.668 154
     0.000     0.000     0.000         *         *    25.500     1.000    -0.179     0.786 165
     2.000     0.000         *     0.000     0.000     9.000     1.000     0.419     0.755 165
     0.000     0.000         *     0.000     0.000    12.000     1.000    -0.253     0.860 165
     1.000     0.000     1.000         *         *    24.200     0.000     0.815     0.694 166
     0.000     0.000         *     0.000     0.000    16.700     0.000    -0.065     0.844 166
     0.000     0.000         *     0.000     0.000     7.100     0.000    -0.277     0.859 166
     0.000     2.000         *     0.000     0.000    12.700     0.000     1.470     0.641 166
     0.000     0.000     1.000         *         *    24.100     0.000     0.244     0.818 167
     0.000     0.000         *     0.000     0.000    17.300     0.000    -0.051     0.845 167
     2.000     0.000         *     0.000     0.000     9.100     0.000     0.529     0.739 167
     0.000     0.000         *     0.000     0.000     9.200     0.000    -0.190     0.861 168
     0.000     0.000         *     0.000     0.000    12.800     0.000    -0.118     0.832 168
     0.000     0.000     1.000         *         *    23.600     0.000     0.227     0.817 168
     0.000     0.000         *     0.000     0.000    12.800     1.000    -0.243     0.860 169
     0.000     0.000     0.000         *         *    24.100     1.000    -0.209     0.793 169
     0.000     0.000         *     0.000     0.000     6.600     1.000    -0.431     0.877 169
     0.000     0.000         *     0.000     0.000    15.300     1.000    -0.208     0.861 169
     2.000     2.000         *     0.000     0.000    17.100     1.000     1.908     0.599 171
     0.000     0.000         *     0.000     1.000     6.700     1.000     0.034     0.807 171
     2.000     0.000     2.000         *         *    23.700     1.000     1.614     0.558 171
     2.000     0.000         *     0.000     0.000    12.700     1.000     0.495     0.750 171
     0.000     2.000         *     1.000     1.000     6.900     0.000     2.057     0.565 172
     0.000     0.000     2.000         *         *    24.800     0.000     0.333     0.801 172
     0.000     0.000         *     0.000     0.000    15.200     0.000    -0.083     0.839 172
     0.000     0.000         *     0.000     0.000     9.400     0.000    -0.188     0.846 173
     2.000     0.000     0.000         *         *    25.000     0.000     0.728     0.760 173
     0.000     0.000         *     0.000     0.000    12.000     0.000    -0.125     0.838 176
     0.000     0.000     1.000         *         *    36.400     0.000     0.373     0.800 176
     0.000     0.000         *     0.000     0.000     5.900     0.000    -0.348     0.847 176
     0.000     0.000     1.000         *         *    24.000     0.000     0.233     0.801 176
     0.000     0.000         *     0.000     0.000     6.100     0.000    -0.330     0.865 178
     0.000     0.000     1.000         *         *    24.400     0.000     0.234     0.820 178
     0.000     0.000         *     0.000     0.000    12.100     0.000    -0.130     0.842 178
     0.000     0.000     1.000         *         *    40.600     0.000     0.418     0.773 178
     0.000     0.000         *     0.000     0.000     6.100     0.000    -0.333     0.860 179
     0.000     1.000     0.000         *         *    24.200     0.000     1.259     0.596 179
     0.000     0.000     1.000         *         *    38.300     0.000     0.388     0.795 179
     0.000     0.000         *     0.000     0.000    12.500     0.000    -0.119     0.851 179
     0.000     0.000         *     0.000     0.000    12.400     0.000    -0.116     0.835 180
     0.000     0.000         *     0.000     0.000     6.200     0.000    -0.330     0.859 180
